name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Austin, TX USA",2024-10-12,96.1,62.6,78.2,93.5,62.6,77.4,56.6,53.9,0,0,0,,0,0,20.8,12.6,197.5,1018.2,0,9.8,204.7,17.6,7,10,2024-10-12T07:31:30,2024-10-12T19:02:42,0.34,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-13,100.2,66.7,81.9,95.7,66.7,80.6,56.2,50.8,0,0,0,,0,0,19.7,10.8,205.8,1016.7,0.1,9.9,205.5,17.7,7,10,2024-10-13T07:32:09,2024-10-13T19:01:34,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-14,96.3,63.4,79.4,92.3,63.4,78,48.4,36.9,0,0,0,,0,0,19.2,7.2,351,1018.1,0,9.9,198.8,17.2,7,10,2024-10-14T07:32:48,2024-10-14T19:00:27,0.41,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-15,97,61.6,78.2,93.1,61.6,76.9,51.4,45.7,0,0,0,,0,0,18.3,11.3,199.9,1015.7,0.1,9.9,201.8,17.6,7,10,2024-10-15T07:33:28,2024-10-15T18:59:21,0.44,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-16,75.1,60,67.6,75.1,60,67.6,39.1,36.2,0,0,0,rain,0,0,31.1,19,43.5,1023.2,20.5,9.9,191.4,16.5,7,10,2024-10-16T07:34:07,2024-10-16T18:58:16,0.47,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-17,75.1,51.9,63.3,75.1,51.9,63.3,36.7,38.1,0,0,0,,0,0,17.9,7.2,94,1023.6,32.9,9.9,157.9,13.6,7,10,2024-10-17T07:34:48,2024-10-17T18:57:12,0.5,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-18,82.3,54.3,67.9,81.7,54.3,67.9,52.2,58,0.009,100,4.17,rain,0,0,25.3,11.7,128,1021.9,50.1,9.9,71.6,6.1,3,10,2024-10-18T07:35:28,2024-10-18T18:56:08,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"KATT,KAUS,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-19,83.9,63.2,72.3,83.1,63.2,72.2,56.3,59.9,0,0,0,,0,0,29.8,9.8,90.6,1024.5,49.9,9.9,177.3,15.3,8,10,2024-10-19T07:36:10,2024-10-19T18:55:05,0.57,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-20,84.8,59.6,71.5,82.6,59.6,71.1,53,55.8,0,0,0,,0,0,19.2,7.2,78.2,1025,4.1,9.9,197.9,17.2,7,10,2024-10-20T07:36:51,2024-10-20T18:54:03,0.61,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-21,86,54.6,70.9,84.8,54.6,70.7,55.5,61.6,0,0,0,,0,0,18.5,7.8,162.6,1021,6.9,9.9,199,17.2,7,10,2024-10-21T07:37:33,2024-10-21T18:53:02,0.64,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-22,88.1,66.3,75.4,88.2,66.3,75.7,63.4,69.1,0,0,0,,0,0,17.4,6.5,182,1019,45.2,9.8,147.7,12.7,7,10,2024-10-22T07:38:15,2024-10-22T18:52:02,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-23,89.9,64.5,76.4,89.2,64.5,76.4,62,65.8,0,0,0,,0,0,16.8,12.9,176.8,1018.9,6,9.8,193.7,16.7,7,10,2024-10-23T07:38:58,2024-10-23T18:51:03,0.71,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-24,89,66.9,77.6,88.3,66.9,77.7,62.2,62.8,0,0,0,,0,0,21,9.5,186.7,1016,37.8,9.9,171.3,14.7,7,10,2024-10-24T07:39:41,2024-10-24T18:50:05,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-25,89.5,71.3,78,89.4,71.3,78.1,63.1,63.1,0,0,0,rain,0,0,18.3,14.5,183.7,1017.9,41.1,9.9,158.4,13.7,7,10,2024-10-25T07:40:25,2024-10-25T18:49:09,0.77,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-26,90.6,63.3,76.6,89.8,63.3,76.5,60.9,61.6,0,0,0,,0,0,14.8,4.7,268.5,1022.3,27.6,9.9,146,12.7,7,10,2024-10-26T07:41:09,2024-10-26T18:48:13,0.81,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-27,92.5,64.7,78.5,91.7,64.7,78.5,61.1,58.5,0,0,0,,0,0,19.7,9.8,171.9,1020.6,24,9.9,185.5,16.1,7,10,2024-10-27T07:41:54,2024-10-27T18:47:18,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-28,89.9,66.2,77.2,89.7,66.2,77.3,63.2,65,0,0,0,,0,0,29.9,13.1,168.7,1017.4,38.2,9.9,178,15.3,7,10,2024-10-28T07:42:39,2024-10-28T18:46:24,0.87,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-29,88.1,72.7,79.1,89.5,72.7,79.7,66.9,68.8,0,0,0,rain,0,0,34.4,20.8,159,1014.1,71.7,9.8,129.4,11.1,8,10,2024-10-29T07:43:24,2024-10-29T18:45:32,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-30,89.8,74.5,80.7,91.5,74.5,81.8,68.1,68,0,0,0,rain,0,0,31.1,13.2,164.6,1013.3,77.9,9.8,140.1,12.1,9,30,2024-10-30T07:44:10,2024-10-30T18:44:40,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-10-31,85.1,72.1,77.3,83.5,72.1,77.1,62.5,63.8,0,0,0,rain,0,0,25.3,13.1,27,1015.3,65.3,9.8,107.1,9.3,4,30,2024-10-31T07:44:56,2024-10-31T18:43:50,0.97,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-01,76.9,68.2,72.3,76.9,68.2,72.3,63.9,75.2,0,0,0,rain,0,0,16.8,12.9,56.6,1017.3,96.3,9.6,41.1,3.6,2,10,2024-11-01T07:45:42,2024-11-01T18:43:01,0,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-02,80.5,71.3,74.6,83.8,71.3,74.7,69,82.9,0.044,100,4.17,rain,0,0,25.8,13.7,118.2,1014.9,85.4,9.3,29,2.6,2,30,2024-11-02T07:46:29,2024-11-02T18:42:14,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-03,87.3,73.1,78.5,88.3,73.1,79.2,68.6,73.3,0,0,0,rain,0,0,31.2,13.6,161.3,1007.4,81.1,9.8,70.5,6.5,4,30,2024-11-03T06:47:16,2024-11-03T17:41:28,0.08,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-04,86,62.2,77.3,91,62.2,78.9,69.2,77.2,1.009,100,8.33,rain,0,0,33.3,14.5,166.6,1005,85.9,9.4,74.2,6.4,4,60,2024-11-04T06:48:04,2024-11-04T17:40:43,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-05,72.2,53.1,63.1,72.2,53.1,63.1,51.9,70.4,0.664,100,16.67,rain,0,0,24.2,9.4,326.8,1011.2,51.9,9.7,144.2,12.4,6,10,2024-11-05T06:48:52,2024-11-05T17:39:59,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-06,79.5,48.1,63.9,79.5,48.1,63.9,48.3,63,0,0,0,,0,0,14.8,7.3,62,1013,17.7,9.9,174.3,15,7,10,2024-11-06T06:49:40,2024-11-06T17:39:17,0.18,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-07,84.5,69.1,75.6,89.2,69.1,76.7,65.3,71,0,0,0,rain,0,0,24.4,10,108.2,1014,82.9,9.3,114.6,9.9,7,30,2024-11-07T06:50:29,2024-11-07T17:38:36,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-08,88.2,64.3,73.5,90.3,64.3,74,64.8,75.7,0,0,0,rain,0,0,32.9,14.8,195.6,1012.9,88.3,9.6,96.3,8.3,7,30,2024-11-08T06:51:17,2024-11-08T17:37:57,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-09,79,57.4,67.3,79,57.4,67.3,43.1,44.4,0,0,0,,0,0,19.7,11.9,2.8,1015.3,25.4,9.9,172.1,14.8,6,10,2024-11-09T06:52:07,2024-11-09T17:37:19,0.29,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-10,85.3,59.7,71.2,84.6,59.7,70.9,53.2,55.1,0,0,0,,0,0,12.5,5.3,358.5,1015,26.8,9.8,171.4,14.8,6,10,2024-11-10T06:52:56,2024-11-10T17:36:42,0.32,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-11,83.2,58.2,69.8,82.2,58.2,69.7,54.1,60.2,0,0,0,,0,0,12.5,4.2,1.9,1016.3,3.7,9.9,167.3,14.4,6,10,2024-11-11T06:53:46,2024-11-11T17:36:07,0.36,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-12,82.1,56.7,69,82.7,56.7,69.1,55.4,62.7,0,0,0,,0,0,16.6,8.3,130.7,1014,10.5,9.9,164.2,14.1,6,10,2024-11-12T06:54:36,2024-11-12T17:35:33,0.39,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-13,86.3,59.6,70.1,83.9,59.6,69.8,50,57.2,0,0,0,,0,0,24.4,10.3,321.7,1014.8,7.6,9.8,147,12.7,6,10,2024-11-13T06:55:26,2024-11-13T17:35:02,0.43,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-14,75.7,51.2,62.5,75.7,51.2,62.5,37,42.3,0,0,0,,0,0,18.1,8.9,7.2,1020.1,0.8,9.9,175.5,15.3,7,10,2024-11-14T06:56:16,2024-11-14T17:34:31,0.46,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-15,75.4,42.4,59.2,75.4,42.4,59.2,38.9,51.7,0,0,0,,0,0,15.9,8.6,118.9,1016.9,0.3,9.8,169.9,14.8,6,10,2024-11-15T06:57:06,2024-11-15T17:34:02,0.5,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-16,82.1,52.2,67.6,81.7,52.2,67.5,55.4,68.4,0,0,0,,0,0,28.7,10.8,160.2,1011.7,14.5,9.9,156,13.6,6,10,2024-11-16T06:57:57,2024-11-16T17:33:35,0.53,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-17,85.6,65.4,74.2,87.7,65.4,74.9,66.1,77.9,0,0,0,rain,0,0,28.1,14.8,160.4,1008.5,88.3,9.1,96.6,8.4,6,30,2024-11-17T06:58:47,2024-11-17T17:33:09,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-18,78.3,54.4,68.8,78.3,54.4,68.8,56.8,70.5,0.225,100,45.83,rain,0,0,43.8,13.5,172.7,1003.8,63,9,70.4,6,5,10,2024-11-18T06:59:38,2024-11-18T17:32:45,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-19,81.6,46.6,62.6,79.8,46.6,62.4,41.9,53.9,0,0,0,,0,0,19.7,8.1,303,1010.1,0.5,9.9,169.7,14.7,6,10,2024-11-19T07:00:29,2024-11-19T17:32:23,0.63,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-20,66.8,42.5,57.3,66.8,42.5,57.3,31.4,41.2,0,0,0,,0,0,26.4,20.1,358.2,1024.8,0,9.9,168.9,14.6,6,10,2024-11-20T07:01:19,2024-11-20T17:32:02,0.66,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-21,71.9,41,54.2,71.9,38.5,53.7,32.3,49.4,0,0,0,,0,0,11.9,6,318.2,1025.4,0.2,9.9,165.7,14.5,6,10,2024-11-21T07:02:10,2024-11-21T17:31:43,0.69,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-22,75.1,44.4,57.5,75.1,44.4,57.4,37.3,52.1,0,0,0,,0,0,8.3,5.1,343.5,1022.1,7.4,9.9,161.9,14.1,6,10,2024-11-22T07:03:00,2024-11-22T17:31:26,0.75,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-23,77.3,42.8,60.1,77.3,42.8,60.1,45,60.5,0,0,0,,0,0,20.8,10.6,174.2,1018,2.1,9.9,158.8,13.8,6,10,2024-11-23T07:03:51,2024-11-23T17:31:10,0.76,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-24,82.3,54.4,67.8,82.1,54.4,67.8,57.4,72.6,0,0,0,,0,0,27.5,13,191.3,1013.7,15.2,9.3,149.5,12.9,7,10,2024-11-24T07:04:41,2024-11-24T17:30:56,0.79,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-25,81.8,49.1,64.5,82.3,44.5,64.3,53.9,71.2,0,0,0,rain,0,0,29.4,13.4,337.9,1018.4,11.2,9.6,133.4,11.5,6,10,2024-11-25T07:05:31,2024-11-25T17:30:44,0.82,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-26,65,43.6,54.3,65,41.1,53.1,39.4,58.8,0,0,0,,0,0,23,7.8,342.4,1022.8,29,9.9,137.2,11.9,6,10,2024-11-26T07:06:21,2024-11-26T17:30:33,0.85,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-27,79.5,52,66.4,79.5,52,66.4,54.2,65.7,0,0,0,,0,0,32.8,15.5,221.4,1011.3,28.1,9.8,121.8,10.6,6,10,2024-11-27T07:07:10,2024-11-27T17:30:24,0.89,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-28,61.5,46.7,53.8,61.5,43.2,53.2,32.9,45.8,0,0,0,,0,0,29.4,13.9,359.9,1020.3,16.7,9.9,81.8,7,4,10,2024-11-28T07:08:00,2024-11-28T17:30:17,0.92,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-29,58.1,39.6,47.8,58.1,35,45.8,27.4,46.3,0,0,0,,0,0,23,11.4,19.4,1027.5,11.7,9.9,151.1,13.2,6,10,2024-11-29T07:08:48,2024-11-29T17:30:11,0.95,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-11-30,63.9,43.5,52.9,63.9,43.5,52.9,35.7,53.1,0,0,0,,0,0,13.4,5.6,134.3,1024.6,62.7,9.9,127.6,11.1,6,10,2024-11-30T07:09:37,2024-11-30T17:30:08,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-01,70.3,45.5,56.6,70.3,45.5,56.6,46.4,70.9,0,0,0,,0,0,11.9,5.1,51.5,1024.2,50.1,9.9,135.2,11.7,6,10,2024-12-01T07:10:25,2024-12-01T17:30:06,0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-02,68.3,42,55.3,68.3,42,55.3,39.8,59.9,0,0,0,,0,0,20.8,8.6,50.9,1028.4,20.8,9.8,145.8,12.7,5,10,2024-12-02T07:11:13,2024-12-02T17:30:05,0.05,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-03,64.1,46.1,54.4,64.1,46.1,54.4,38.8,58.4,0.027,100,4.17,rain,0,0,16.6,6.9,63.9,1030.2,83.3,9.7,77.9,6.8,5,10,2024-12-03T07:12:00,2024-12-03T17:30:07,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-04,58.9,52.4,55.9,58.9,52.4,55.9,52.6,89.4,0.286,100,41.67,rain,0,0,32,5.8,358.9,1021.9,99.9,5.1,25.7,2.1,1,10,2024-12-04T07:12:46,2024-12-04T17:30:10,0.12,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-05,60.2,52.1,56.3,60.2,52.1,56.3,49.5,79.6,0,0,0,rain,0,0,26.4,15.1,20.8,1024.5,86.6,7.4,31,2.8,2,10,2024-12-05T07:13:32,2024-12-05T17:30:15,0.16,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-06,51.1,43,47.6,51.1,38.1,45.2,29.1,48.9,0.019,100,12.5,rain,0,0,23,11.2,21.5,1029.1,96.8,9.9,49.9,4.3,3,10,2024-12-06T07:14:17,2024-12-06T17:30:21,0.19,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-07,47.8,42.4,44.7,47.6,38.7,42.9,40.6,86.4,0.413,100,54.17,rain,0,0,19.9,9.2,32.5,1026.3,99.9,6.6,13.8,1.1,1,10,2024-12-07T07:15:01,2024-12-07T17:30:30,0.23,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-08,60.2,45.2,51.3,60.2,45.2,51.1,50,95.6,0.003,100,4.17,rain,0,0,20.6,6.1,216.2,1017.1,68.8,5.8,42.1,3.7,2,10,2024-12-08T07:15:45,2024-12-08T17:30:39,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-09,83.3,49.1,61.4,80.8,47.6,61.1,48.6,70.7,0,0,0,rain,0,0,23.3,9.9,243.5,1011.1,9.6,7.5,147.3,12.8,6,10,2024-12-09T07:16:28,2024-12-09T17:30:51,0.3,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-10,60.3,43.4,52.2,60.3,39.6,51.3,38.2,61.3,0,0,0,,0,0,34.4,19,340.4,1019.9,35.3,9.9,104.8,9,6,10,2024-12-10T07:17:10,2024-12-10T17:31:04,0.34,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-11,63.2,37.3,47.5,63.2,31.7,45.4,26.7,48.4,0,0,0,,0,0,19.5,8.8,298,1030.1,1,9.9,153.8,13.2,6,10,2024-12-11T07:17:51,2024-12-11T17:31:19,0.37,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-12,65.9,33,51.2,65.9,33,51.2,33,52.1,0,0,0,,0,0,25.5,14.8,163.2,1026.5,34.6,9.9,142.4,12.3,6,10,2024-12-12T07:18:32,2024-12-12T17:31:35,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-13,64.6,55.4,59.9,64.6,55.4,59.9,57.2,91.4,0.175,100,50,rain,0,0,24.4,7.5,124.5,1022.3,100,5.3,17,1.4,1,10,2024-12-13T07:19:11,2024-12-13T17:31:53,0.44,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-14,77.4,66.1,70,77.4,66.1,70,66.6,90,0.122,100,41.67,rain,0,0,20.8,7.6,196.8,1020.8,92.3,6.9,73.4,6.3,6,30,2024-12-14T07:19:49,2024-12-14T17:32:13,0.48,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-15,77.7,68,71,77.7,68,71,67.9,90.5,0.054,100,25,rain,0,0,28.2,11.4,175.6,1018.9,98.8,7.7,49.3,4.1,3,30,2024-12-15T07:20:27,2024-12-15T17:32:34,0.5,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-16,79.3,66.1,71.5,79.3,66.1,71.5,64.9,81,0.009,100,4.17,rain,0,0,23,9.1,180.1,1018.7,78.5,9.5,77.5,6.6,5,30,2024-12-16T07:21:03,2024-12-16T17:32:57,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-17,79.2,64.8,70.1,79.2,64.8,70.1,63.6,81.1,0,0,0,rain,0,0,22.4,11.2,181.4,1020.4,56.4,9.1,120.4,10.5,6,30,2024-12-17T07:21:38,2024-12-17T17:33:21,0.58,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-18,68,52,63.2,68,52,63.2,50.2,66.7,0.034,100,8.33,rain,0,0,35.4,14.4,352.1,1024.5,44.3,9.6,122.8,10.6,5,10,2024-12-18T07:22:12,2024-12-18T17:33:47,0.61,"Rain, Partially cloudy",Clearing in the afternoon with morning rain.,rain,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-19,68.2,40.7,53.1,68.2,39.1,52.4,37.9,58.5,0,0,0,,0,0,15.4,6.9,352,1026.1,0.7,9.9,144,12.5,6,10,2024-12-19T07:22:45,2024-12-19T17:34:14,0.64,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-20,67.9,44.7,53.7,67.9,44.7,53.6,37,58.2,0,0,0,,0,0,21.5,15,17.1,1028.3,1.9,9.9,145.4,12.7,6,10,2024-12-20T07:23:16,2024-12-20T17:34:42,0.67,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-21,62.3,35.7,48.2,62.3,34.3,47.7,31.3,55.3,0,0,0,,0,0,14.1,6.1,94.1,1027.3,4.2,9.9,141.8,12.4,6,10,2024-12-21T07:23:46,2024-12-21T17:35:12,0.7,Clear,Clear conditions throughout the day.,clear-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-22,69.4,45.6,57.3,69.4,43.6,57.2,45,64.3,0,0,0,,0,0,24.2,11.3,155.4,1024.2,77.8,9.9,135.5,11.7,6,10,2024-12-22T07:24:15,2024-12-22T17:35:43,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
"Austin, TX USA",2024-12-23,76.7,56,65.3,76.7,56,65.3,56.4,74.3,0,0,0,rain,0,0,26.7,13,152.7,1019.3,90.7,9.9,99.4,8.7,5,10,2024-12-23T07:24:43,2024-12-23T17:36:16,0.77,Overcast,Cloudy skies throughout the day.,cloudy,"KATT,KAUS,72064800230,KEDC,72254013904,72254413958,D9418"
